alert_id,location,date,violation_count,severity,alert_message
ALT0198,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-04,51,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0199,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-07,34,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0200,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-12,64,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0201,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-18,49,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0202,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-19,25,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0203,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-17,25,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0204,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-18,30,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0205,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-30,29,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0206,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-31,24,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0207,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-02,47,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0208,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-04,28,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0209,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-08,36,MEDIUM,"Parking violation spike detected at Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0210,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-11,38,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0211,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-12,24,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0212,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-16,29,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0213,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-18,42,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0214,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-19,25,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0215,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-01,23,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0216,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-07,30,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0217,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-17,48,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0218,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-18,34,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0219,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-04-01,43,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0220,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-04-07,24,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0221,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-04-08,40,MEDIUM,"Parking violation spike detected at Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0222,"Doddagubbi Road, Chikka Aneppa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",2024-04-07,29,MEDIUM,"Parking violation spike detected at Doddagubbi Road, Chikka Aneppa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)"
ALT0223,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",2024-02-07,23,MEDIUM,"Parking violation spike detected at Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
ALT0224,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-17,42,MEDIUM,"Parking violation spike detected at Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0225,"Dr Rajgopal Road, Infantry Towers, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",2024-02-05,43,MEDIUM,"Parking violation spike detected at Dr Rajgopal Road, Infantry Towers, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
ALT0226,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",2024-02-02,28,MEDIUM,"Parking violation spike detected at Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)"
ALT0227,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",2024-04-02,43,MEDIUM,"Parking violation spike detected at Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
ALT0228,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",2024-04-03,23,MEDIUM,"Parking violation spike detected at Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
ALT0229,"G Narayana Kumar Road, Ashwath Nagar, Bengaluru, Karnataka. Pin-560023 (India)",2024-03-22,26,MEDIUM,"Parking violation spike detected at G Narayana Kumar Road, Ashwath Nagar, Bengaluru, Karnataka. Pin-560023 (India)"
ALT0230,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",2024-04-01,36,MEDIUM,"Parking violation spike detected at G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)"
ALT0231,"G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",2024-03-17,27,MEDIUM,"Parking violation spike detected at G Narayana Kumar Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
ALT0232,"GP Rajarathnam Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-18,29,MEDIUM,"Parking violation spike detected at GP Rajarathnam Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
ALT0233,"Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",2024-02-23,70,MEDIUM,"Parking violation spike detected at Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
ALT0234,"Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-13,54,MEDIUM,"Parking violation spike detected at Hosapalya Main Road, BKL Colony, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)"
ALT0235,"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-10,24,MEDIUM,"Parking violation spike detected at Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)"
ALT0236,"Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-13,35,MEDIUM,"Parking violation spike detected at Hosapalya Main Road, S Nazir Sab Layout, HSR Layout, Bengaluru, Karnataka. Pin-560068 (India)"
ALT0237,"Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-01,34,MEDIUM,"Parking violation spike detected at Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0238,"Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-02-11,48,MEDIUM,"Parking violation spike detected at Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0239,"Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-17,29,MEDIUM,"Parking violation spike detected at Hospital Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
ALT0240,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",2024-02-23,27,MEDIUM,"Parking violation spike detected at Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)"
ALT0241,"Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)",2024-02-12,38,MEDIUM,"Parking violation spike detected at Hosur Road, Salarpuria Sattva Alexandria Tech Park, Veerasandra Industrial Area, Bengaluru, Karnataka. Pin-560100 (India)"
ALT0242,"ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)",2024-02-05,26,MEDIUM,"Parking violation spike detected at ITPL Main Road, Brigade Tech Gardens, Brookefield, Bengaluru, Karnataka. Pin-560037 (India)"
ALT0243,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",2024-02-29,25,MEDIUM,"Parking violation spike detected at Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)"
ALT0244,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",2024-03-19,37,MEDIUM,"Parking violation spike detected at Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)"
ALT0245,"Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-02-06,25,MEDIUM,"Parking violation spike detected at Jewellers Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
ALT0246,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-01-24,30,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0247,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-01,54,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0248,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-12,51,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0249,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-20,24,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0250,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-23,23,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0251,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-25,29,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0252,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-26,25,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0253,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-28,25,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0254,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-03-05,59,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0255,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-03-06,26,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0256,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-03-16,34,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0257,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-03-19,24,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0258,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-04-03,33,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0259,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-04-07,28,MEDIUM,"Parking violation spike detected at KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0260,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-03-07,37,MEDIUM,"Parking violation spike detected at Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
ALT0261,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-02-14,39,MEDIUM,"Parking violation spike detected at Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
ALT0262,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-02-15,48,MEDIUM,"Parking violation spike detected at Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
ALT0263,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-02-17,77,MEDIUM,"Parking violation spike detected at Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
ALT0264,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-03-12,25,MEDIUM,"Parking violation spike detected at Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
ALT0265,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-07,46,MEDIUM,"Parking violation spike detected at Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0266,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-02-12,24,MEDIUM,"Parking violation spike detected at Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0267,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",2024-04-04,28,MEDIUM,"Parking violation spike detected at Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)"
ALT0268,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-02,25,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0269,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-04,32,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0270,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-05,27,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0271,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-07,23,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0272,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-11,28,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0273,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-12,59,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0274,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-16,39,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0275,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-18,45,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0276,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-19,43,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0277,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-21,28,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0278,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-28,23,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0279,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-02-29,23,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0280,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-01,36,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0281,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-03,44,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0282,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-06,23,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0283,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-09,24,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0284,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-10,26,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0285,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-12,23,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0286,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-17,45,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0287,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-18,76,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0288,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-28,38,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0289,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-03-30,76,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0290,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-02,61,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0291,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-04,53,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0292,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-07,32,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0293,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",2024-04-08,37,MEDIUM,"Parking violation spike detected at Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
ALT0294,"Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",2024-02-22,25,MEDIUM,"Parking violation spike detected at Kariyammana Agrahara Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
