location,date,violation_count,anomaly
"Chandni Chowk Road, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-21,1,1
"Chandra Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India",2024-01-07,1,1
"Chandra Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India",2024-03-03,1,1
"Channasandra Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-01-28,1,1
"Channasandra Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",2024-02-29,1,1
"Channasandra Main Road, Kencha Reddy Layout, Channasandra, Bengaluru, Karnataka. Pin-560067 (India)",2024-01-21,1,1
"Channel Road, Binnipete, Bhuvaneshwari Nagar, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",2024-04-03,1,1
"Charles Campbell Road, Hirachandra Layout, Jeevanahalli, Cox Town, Bengaluru, Karnataka. Pin-560005 (India)",2024-03-05,1,1
"Charminar Masjid Road Number 3, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",2024-03-05,4,1
"Chicken County, Dhanvanthari Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",2024-04-02,1,1
"Chikka Banaswadi Main Road, Banaswadi Garrison, Banaswadi, Bengaluru, Karnataka. Pin-560033 (India)",2024-02-08,1,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-01-23,3,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-01-30,14,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-02-02,16,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-02-07,10,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-02-15,6,1
"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-02-22,6,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-01-12,1,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-02-07,1,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-02-09,2,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-02-11,1,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-02-21,1,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-03-05,1,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-03-09,5,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-03-17,5,1
"Chikka Bazar Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",2024-03-31,1,1
"Chikka Begur Main Road, Ambedkar Nagar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-01,1,1
"Chikka Begur Main Road, Ambedkar Nagar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-02,2,1
"Chikka Begur Main Road, Ambedkar Nagar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-15,1,1
"Chikka Begur Main Road, BN Ramaswamy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-01-09,1,1
"Chikka Begur Main Road, BN Ramaswamy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-02,2,1
"Chikka Begur Main Road, BN Ramaswamy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-22,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-01-26,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-02,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-04,2,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-21,2,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-22,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-23,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-26,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-02-27,3,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-01,2,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-07,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-08,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-14,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-17,2,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-18,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-20,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-21,5,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-22,5,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-28,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-29,2,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-03-31,1,1
"Chikka Begur Main Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",2024-04-07,2,1
"Chikka Muniyappa Reddy Road, Prestige North Point, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",2024-01-29,7,1
"Chikka Muniyappa Reddy Road, Ramaiah Layout, Kacharakanahalli, Bengaluru, Karnataka. Pin-560084 (India)",2024-03-27,1,1
"Chikka Muniyappa Reddy Road, Sena Vihar Apartment, Sena Vihar, Kammanahalli, Bengaluru, Karnataka. Pin-560084 (India)",2024-02-10,2,1
"Chikka Muniyappa Reddy Road, Sena Vihar Apartment, Sena Vihar, Kammanahalli, Bengaluru, Karnataka. Pin-560084 (India)",2024-02-13,3,1
"Chikkabanavara Main Road, Divya Limelite, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",2024-02-06,1,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2023-11-30,1,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2023-12-10,1,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-10,1,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-13,3,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-16,1,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-21,2,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-26,2,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-27,1,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-03-17,3,1
"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",2024-03-28,1,1
"Chikkabellanduru Road, Sri Balaji Monarch, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-21,2,1
"Chikkabidarkal Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",2024-02-06,1,1
"Chikkabidarkal Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",2024-02-13,1,1
"Chikkabidarkal Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",2024-04-07,1,1
"Chikkagowdana Palya Main Road, Chikkagowdanapalya, Bengaluru, Karnataka. Pin-560061 (India)",2024-02-01,1,1
"Chikkagowdana Palya Main Road, Siri Exotica, Chikkagowdanapalya, Bengaluru, Karnataka. Pin-560061 (India)",2024-04-06,2,1
"Chikkagowdana Palya Main Road, Siri Exotica, Chikkagowdanapalya, Bengaluru, Karnataka. Pin-560061 (India)",2024-04-07,1,1
"Chikkanahalli, Beguru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India",2024-03-06,1,1
"Chikkanahalli, Beguru, Yelahanka taluku, Bengaluru Urban, Karnataka, 562149, India",2024-03-07,1,1
"Chikkapete Circle, Mamulpet Road, Old Tharagupete, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",2023-12-25,1,1
"Chikkapete Circle, Old Taluk Cutchery Road, Old Tharagupete, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",2024-03-12,1,1
"Chikkapete Circle, Old Taluk Cutchery Road, Old Tharagupete, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",2024-03-31,3,1
"Chikkathoguru, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",2024-03-17,1,1
"Chinmaya Mission Hospital Road, BM Sri Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2023-11-19,1,1
"Chinmaya Mission Hospital Road, BM Sri Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-01-13,2,1
"Chinmaya Mission Hospital Road, BM Sri Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-08,3,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-01-07,1,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-01-25,1,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-01-30,1,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-03,2,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-18,5,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-26,1,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-08,44,-1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-14,1,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-22,3,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-04-04,1,1
"Chinmaya Mission Hospital Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-04-06,1,1
"Chinmaya Mission Hospital Road, Postal Officers Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",2024-03-05,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2023-12-10,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-06,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-07,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-08,5,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-11,3,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-18,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-20,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-26,9,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-02-29,2,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-01,4,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-08,3,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-20,1,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-03-29,4,1
"Chinmaya Mission Hospital Road, Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",2024-04-01,2,1
"Chinmaya Mission Hospital Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2023-11-30,1,1
"Chinmaya Mission Hospital Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",2024-03-02,7,1
"Chinna Swami Mudaliar Road, HVS Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",2024-03-15,1,1
"Chinnagenahalli Main Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",2024-01-26,1,1
"Choodasandra Road, Choodasandra Circle, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",2024-02-03,1,1
"Chord Road Service Road, Rajajinagar 1st Block, Basaveshwaranagar, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560079, India",2024-02-03,1,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2023-11-13,1,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-01-22,2,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-01-30,1,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-02,2,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-02-05,1,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-20,2,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-03-30,3,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-04-05,1,1
"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",2024-04-07,1,1
"Chord Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-20,3,1
"Chord Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-28,2,1
"Chord Road, Attiguppe, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-20,2,1
"Chord Road, Birangi Palya, Shiva Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-06,1,1
"Chord Road, Birangi Palya, Shiva Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-12,2,1
"Chord Road, Birangi Palya, Shiva Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-26,2,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2023-11-30,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2023-12-06,10,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-01-04,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-01-23,2,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-01-24,2,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-01-27,2,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-01-29,15,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-01-30,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-01,3,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-02,7,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-03,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-08,3,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-09,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-15,4,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-20,13,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-23,11,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-05,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-12,3,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-14,2,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-16,12,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-19,13,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-22,14,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-29,2,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-31,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-04-01,4,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-04-03,1,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-04-05,12,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-04-07,4,1
"Chord Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-04-08,3,1
"Chord Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-13,1,1
"Chord Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-21,1,1
"Chord Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-01,3,1
"Chord Road, CPWD Complex, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-15,4,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-02,2,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-05,1,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-10,6,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-12,2,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-19,1,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-24,13,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-26,4,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-03,6,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-17,1,1
"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-04-05,1,1
"Chord Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-02-26,4,1
"Chord Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-29,1,1
"Chord Road, Ganga Government Quarters, MC Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2023-12-05,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-03,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-06,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-09,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-11,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-13,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-15,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-18,5,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-26,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-29,4,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-02,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-03,2,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-04,3,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-06,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-07,2,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-13,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-15,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-16,1,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-18,2,1
"Chord Road, Ganga Government Quarters, MRCR Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-04-01,1,1
"Chord Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-29,2,1
"Chord Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",2024-03-31,1,1
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2023-12-08,1,1
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2024-01-10,1,1
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2024-02-07,1,1
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2024-02-10,2,1
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",2024-02-24,3,1
"Chord Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-02-20,1,1
"Chord Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-01,1,1
"Chord Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-03-19,1,1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2023-11-30,24,-1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2023-12-01,11,1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2023-12-11,1,1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-10,27,-1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-11,2,1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-19,9,1
"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",2024-01-23,25,-1
